Id;Model;Price;Mfg_Year;Sale_Year;Sale_Month;KM;Fuel_Type;HP;Met_Color;Color;Automatic;CC;Doors;Cylinders;Gears;Quarterly_Tax;Auto_Drive;Weight;Control_Conce;ABS;Airbag_1;Airbag_2;Automatic_airco;Boardcomputer;Seat_Heater;Sport_Model;Backseat_Divider;Leather Seats;Parking_Assistant
133;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4878915;2015;2018;5;57144;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;1;0
134;T-Delux 1.6 16V HATCHB S 2/3-Doors;4505280;2015;2018;5;56566;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;1;1;1;0
135;T-Delux 1.6 Lin.Terra Aut. 2/3-Doors;4962562;2015;2018;5;30964;Gasolina;110;0;Silver;1;1600;3;4;4;80750;0;1080;1;0;1;0;0;0;0;0;0;0;0
136;T-Delux 1.6 HB LINEA TERRA 2/3-Doors;4738125;2015;2018;5;75799;Gasolina;110;1;Black;0;1600;3;4;5;18050;0;1050;0;0;1;0;0;0;0;0;0;0;0
137;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;4358600;2015;2018;5;84000;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1085;0;1;1;1;0;0;0;1;1;0;0
138;T-Delux 2.0D Linea Terra 2/3-Doors;4202800;2015;2018;5;150000;Diesel;72;1;Green;0;2000;3;4;5;60800;0;1135;1;0;1;0;0;0;0;0;0;0;0
139;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;3715687;2015;2018;5;67451;Gasolina;86;1;Red;0;1300;4;4;5;65550;0;1000;1;1;1;1;0;0;0;0;0;0;0
140;T-Delux 1.6 LB LINEA TERRA 4/5-Doors;3697400;2015;2018;5;1;Gasolina;110;0;Green;0;1600;5;4;5;18050;0;1114;0;0;1;0;0;0;0;0;0;0;0
141;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;9934268;2017;2018;6;47451;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;1;1;1;0
142;T-Delux 1.6 16V VVT I WAGON TERRA Stationwagen;9522135;2017;2018;6;45900;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
143;T-Delux 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors;8951446;2017;2018;6;72242;Gasolina;110;0;Blue;1;1600;3;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
144;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;8051535;2017;2018;6;45850;Gasolina;97;0;Grey;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
145;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;6631997;2017;2018;6;46856;Gasolina;97;0;Red;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
146;T-Delux 1.9 D WGN LINEA TERRA Stationwagen;5301000;2017;2018;6;140700;Diesel;69;1;Grey;0;1900;5;4;5;60800;0;1110;1;1;1;0;0;0;0;0;0;0;0
147;T-Delux 1.3 16V LIFTB G6 4/5-Doors;6834300;2016;2018;6;35000;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1045;1;1;1;1;0;0;1;1;1;0;0
148;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;6427700;2016;2018;6;57124;Gasolina;110;1;Blue;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
149;T-Delux 1.6 16V HATCHB G6 2/3-Doors;6628565;2016;2018;6;67010;Gasolina;110;1;Blue;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;0;1;1;0
150;T-Delux 2.0 DSL WAGON LINEA TERRA Stationwagen;6049600;2016;2018;6;118000;Diesel;72;1;Grey;0;2000;5;4;5;175750;0;1150;1;1;1;1;0;0;0;1;1;0;0
151;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5611650;2016;2018;6;57374;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
152;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;6593118;2016;2018;6;108793;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
153;T-Delux 2.0 DSL LIFTB LINEA TERRA 4/5-Doors;6132962;2016;2018;6;126800;Diesel;72;0;Black;0;2000;5;4;5;175750;0;1135;1;1;1;1;0;0;0;0;1;0;0
154;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5441600;2016;2018;6;52548;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
155;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5411200;2016;2018;6;76791;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
156;T-Delux 1.3 16V HATCHB LINEA LUNA 2/3-Doors;5985000;2016;2018;6;76569;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1020;1;1;1;1;0;0;1;0;1;0;0
157;T-Delux 1.6 16v Linea Luna 2/3-Doors;5985000;2016;2018;6;70000;Gasolina;107;1;Silver;1;1587;3;4;5;18050;0;1065;0;1;1;0;0;0;0;0;0;0;0
158;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5377570;2016;2018;6;79762;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
159;T-Delux 1.6 Linea Luna 2/3-Doors;5753437;2016;2018;6;110287;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;0;0;0
160;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5753437;2016;2018;6;49258;Gasolina;110;1;Grey;0;1600;4;4;5;65550;0;1035;1;0;1;1;0;0;0;0;0;0;0
161;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4560000;2016;2018;6;190900;Diesel;72;1;Grey;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
162;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4975209;2016;2018;6;78076;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
163;T-Delux 1.6 16V HATCHB S 2/3-Doors;4850046;2016;2018;6;130270;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;0;0;1;0;0
164;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5087250;2016;2018;6;52487;Gasolina;110;1;Beige;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
165;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4702500;2016;2018;6;80086;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
166;T-Delux 1.6 HB LINEA LUNA 2/3-Doors;5826112;2015;2018;6;57829;Gasolina;110;0;Grey;0;1600;3;4;5;18050;0;1050;1;1;1;0;1;0;1;0;0;0;0
167;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4404295;2015;2018;6;156204;Diesel;72;1;Red;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
168;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;4467375;2015;2018;6;93066;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
169;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;4780400;2015;2018;6;75000;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1075;0;0;1;0;0;0;1;0;1;0;0
170;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3975750;2015;2018;6;134539;Gasolina;110;0;Blue;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
171;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4240800;2015;2018;6;72090;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
172;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;4493737;2015;2018;6;103121;Gasolina;86;1;Grey;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
173;T-Delux 1.3 HB Linea Terra 2/3-Doors;4493737;2015;2018;6;69388;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1010;0;0;0;0;0;0;0;0;0;0;0
174;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3315424;2015;2018;6;159908;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;1;1;1;0
175;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;3615937;2015;2018;6;49640;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
176;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;2952600;2015;2018;6;146197;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
177;T-Delux 2.0 ST WGN LINEA TERRA DSL Stationwagen;3165400;2015;2018;6;134660;Diesel;72;0;White;0;2000;5;4;5;60800;0;1135;1;1;1;0;0;0;0;0;0;0;0
178;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;10040312;2017;2018;7;45336;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;0;1;0;1;1;0
179;T-Delux 1.6 SDN LINEA SOL 4/5-Doors;8009188;2017;2018;7;57500;Gasolina;110;1;Red;0;1600;4;4;5;18050;0;1105;0;1;1;0;1;0;0;0;0;0;0
180;T-Delux 1.9 D WAGON TERRA Stationwagen;8051535;2017;2018;7;103018;Diesel;69;0;White;0;1900;5;4;5;175750;0;1140;1;1;1;1;0;1;0;0;1;0;0
181;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8343612;2017;2018;7;60239;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
182;T-Delux 1.6 16v Liftback Linea So 4/5-Doors;8591800;2017;2018;7;53408;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1080;0;1;1;0;0;0;0;0;0;0;0
183;T-Delux 1.6 16V WAGON LINEA LUNA Stationwagen;7053750;2016;2018;7;61144;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;0;1;0;1;1;0
184;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;6657600;2016;2018;7;80470;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;0;0
185;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5819343;2016;2018;7;57179;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
186;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6384000;2016;2018;7;61166;Gasolina;110;1;Red;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;0;0;1;1;0
187;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5486250;2016;2018;7;50469;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;1;0
188;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5860550;2016;2018;7;65463;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
189;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;5742750;2016;2018;7;67110;Gasolina;86;1;Grey;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
190;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5742750;2016;2018;7;37000;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
191;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5904843;2016;2018;7;69103;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
192;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;6059812;2016;2018;7;115191;CNG;110;1;Red;0;1600;4;4;5;187150;0;1079;1;1;1;1;0;0;0;0;0;0;0
193;T-Delux 1.3 16V Linea Terra 2/3-Doors;5101500;2016;2018;7;77008;Gasolina;86;1;Violet;0;1300;3;4;5;65550;0;1015;1;1;1;0;0;0;0;0;0;0;0
194;T-Delux 1.6 Linea Terra Comfort 4/5-Doors;4975209;2016;2018;7;155500;Gasolina;110;1;Violet;0;1600;5;4;5;65550;0;1050;1;1;1;0;0;0;0;0;0;1;0
195;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;5267868;2016;2018;7;72000;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;0;1;1;0;0;0;0;0;1;0;0
196;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;4905562;2016;2018;7;65400;Gasolina;86;1;Blue;0;1300;4;4;5;65550;0;1000;1;1;1;0;0;0;0;0;0;0;0
197;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5033480;2015;2018;7;44850;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
198;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4349812;2015;2018;7;61648;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1070;1;1;1;0;0;0;0;1;1;0;0
199;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4358600;2015;2018;7;107516;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
200;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4631012;2015;2018;7;74000;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;0;1;1;1;0;0;0;1;1;0;0
201;T-Delux 1.6 Linea Terra Comfort 4/5-Doors;5228562;2015;2018;7;93841;Gasolina;110;0;Silver;0;1600;5;4;5;80750;0;1070;0;1;1;0;0;0;0;0;0;0;0
202;T-Delux 1.3 Linea Terra 4/5-Doors;4463812;2015;2018;7;24000;Gasolina;86;1;Green;1;1300;5;4;5;80750;0;1065;1;0;1;0;0;0;0;0;0;0;0
203;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4077400;2015;2018;7;110887;Gasolina;110;1;Green;0;1600;3;4;5;80750;0;1055;1;0;1;0;0;0;1;0;1;0;0
204;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;4302360;2015;2018;7;93090;Gasolina;86;1;Silver;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
205;T-Delux 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors;4229400;2015;2018;7;58341;Gasolina;86;1;Blue;1;1300;4;4;5;65550;0;1030;1;0;1;0;0;0;0;0;0;0;0
206;T-Delux 1.6 LB LINEA TERRA 4/5-Doors;3740625;2015;2018;7;89953;Gasolina;110;0;Green;0;1600;5;4;5;18050;0;1114;1;0;1;0;0;0;0;0;0;0;0
207;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;10752385;2017;2018;8;38403;Gasolina;110;0;Blue;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;0;1;1;0
208;T-Delux 1.6 16V VVT I HATCHB G6 4/5-Doors;9399870;2017;2018;8;40361;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;0;1;1;1;1;0
209;T-Delux 1.4 16V VVT I LIFTB SOL 4/5-Doors;7725756;2017;2018;8;69574;Gasolina;97;0;Blue;0;1400;5;4;5;80750;0;1065;1;1;1;1;0;1;1;0;1;0;0
210;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8455950;2017;2018;8;34000;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
211;T-Delux 1.4 HB LINEA TERRA 2/3-Doors;8052556;2017;2018;8;52149;Gasolina;97;1;Grey;0;1400;3;4;5;18050;0;1085;1;1;1;0;0;0;0;0;0;1;0
212;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7334617;2017;2018;8;104805;Gasolina;97;1;Black;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
213;T-Delux 1.6 VVTi Linea terra 2/3-Doors;6367137;2017;2018;8;150000;CNG;110;1;Blue;0;1600;3;4;5;68400;0;1075;0;0;0;0;0;0;0;0;0;1;0
214;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;6019200;2016;2018;8;49585;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;0;1;1;0
215;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5975500;2016;2018;8;52383;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
216;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;6195543;2016;2018;8;91505;Diesel;72;0;Red;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;0;1;0;0
217;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5607731;2016;2018;8;135337;CNG;110;1;Red;0;1600;5;4;5;187150;0;1120;1;1;1;1;0;0;1;0;1;1;0
218;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5458700;2016;2018;8;93408;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
219;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5239155;2016;2018;8;50925;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
220;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5475859;2016;2018;8;64772;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
221;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4833600;2016;2018;8;115071;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
222;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5162953;2016;2018;8;82723;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
223;T-Delux 1.6 HB LINEA TERRA 2/3-Doors;4996406;2016;2018;8;81250;Gasolina;110;0;Grey;0;1600;3;4;5;18050;0;1050;0;0;1;0;0;0;0;0;0;0;0
224;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4814718;2016;2018;8;119289;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
225;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;3603468;2016;2018;8;194545;Gasolina;86;0;Red;0;1300;4;4;5;65550;0;1000;1;1;1;1;0;0;0;0;0;0;0
226;T-Delux 2.0 DSL LIFTB LINEA TERRA 4/5-Doors;5216450;2015;2018;8;197501;Diesel;72;0;White;0;2000;5;4;5;175750;0;1135;1;1;1;1;0;0;0;1;1;1;0
227;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;5174080;2015;2018;8;89096;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;0;0
228;T-Delux 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors;4613437;2015;2018;8;39800;Gasolina;107;0;Green;1;1600;3;4;5;80750;0;1080;1;1;1;1;0;0;0;1;1;0;0
229;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4440072;2015;2018;8;76151;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1015;1;0;1;1;0;0;1;1;1;1;0
230;T-Delux 2.0 DSL LIFTB LINEA LUNA 4/5-Doors;4034175;2015;2018;8;154900;Diesel;72;1;Grey;0;2000;5;4;5;175750;0;1140;1;1;1;1;0;0;1;0;1;1;0
231;T-Delux 2.0 DSL SEDAN LINEA TERRA 4/5-Doors;5087250;2015;2018;8;180378;Diesel;72;1;Red;0;2000;4;4;5;175750;0;1100;1;1;1;1;0;0;0;0;1;0;0
232;T-Delux 1.6 Linea Terra Comfort 2/3-Doors;5027400;2015;2018;8;60142;Gasolina;110;0;Silver;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;0;0;0
233;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3558937;2015;2018;8;57263;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;1;0
234;T-Delux 1.3 16V HATCHB 2/3-Doors;4069800;2015;2018;8;47360;Gasolina;86;0;Grey;0;1300;3;4;5;65550;0;1010;1;0;1;0;0;0;0;0;1;0;0
235;T-Delux LIFTBACK 1.6 Linea terra 4/5-Doors;3963400;2015;2018;8;47955;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;0;0;0
236;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;3112200;2015;2018;8;176000;Gasolina;86;0;Grey;0;1300;5;4;5;65550;0;1035;1;0;1;0;0;0;0;0;1;0;0
237;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7500060;2017;2018;9;22500;Gasolina;97;1;Green;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
238;T-Delux 1.9 D LB LINEA SOL 4/5-Doors;7722692;2017;2018;9;117913;Diesel;69;1;Blue;0;1900;5;4;5;60800;0;1110;1;1;1;0;0;0;1;0;0;1;0
239;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;7567462;2017;2018;9;78600;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
240;T-Delux 1.6 SDN LINEA TERRA 4/5-Doors;7544900;2017;2018;9;17619;Gasolina;110;0;Green;0;1600;4;4;5;65550;0;1030;1;0;0;0;0;0;0;0;0;0;0
241;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;8365700;2016;2018;9;58058;Gasolina;110;1;Black;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
242;T-Delux 1.6 16V HATCHB G6 2/3-Doors;6298500;2016;2018;9;111769;Gasolina;110;0;Red;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
243;T-Delux 2.0 DSL SEDAN LINEA TERRA 4/5-Doors;7418906;2016;2018;9;96000;Diesel;72;0;Red;0;2000;4;4;5;175750;0;1100;1;1;1;1;0;0;0;0;0;0;0
244;T-Delux 1.3 16V WAGON LINEA TERRA Stationwagen;5831100;2016;2018;9;68238;Gasolina;86;0;Red;0;1300;5;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
245;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;6510468;2016;2018;9;31000;Gasolina;110;1;Grey;0;1600;4;4;5;65550;0;1035;1;0;1;0;0;0;0;0;0;0;0
246;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5981580;2016;2018;9;45681;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
247;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4984650;2016;2018;9;74889;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;1;0
248;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5484540;2016;2018;9;90000;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
249;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6129281;2016;2018;9;73500;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
250;T-Delux 1.6 HB Linea Terra 2/3-Doors;5466656;2016;2018;9;61384;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;0;1;0
251;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;4878915;2015;2018;9;90370;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;1;0
252;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4349812;2015;2018;9;57787;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
253;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4191637;2015;2018;9;76382;Gasolina;110;1;Green;0;1600;3;4;5;80750;0;1055;1;0;1;0;0;0;1;0;1;0;0
254;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4941900;2015;2018;9;76268;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;1;0;0
255;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4358600;2015;2018;9;82256;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;0;1;1;0;0
256;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4232250;2015;2018;9;84472;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
257;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4451747;2015;2018;9;89507;Gasolina;86;0;Green;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
258;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3975750;2015;2018;9;102000;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;1;0;0
259;T-Delux 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors;4082112;2015;2018;9;111392;CNG;110;0;Grey;0;1598;3;4;5;187150;0;1083;1;0;1;0;0;0;0;0;0;1;0
260;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4215150;2015;2018;9;127159;Diesel;72;1;Red;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;0;1;0;0
261;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;3565350;2015;2018;9;88186;Diesel;72;1;Blue;0;2000;3;4;5;175750;0;1115;1;0;1;0;0;0;0;0;1;0;0
262;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3775680;2015;2018;9;115345;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
263;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3551328;2015;2018;9;100123;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
264;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;8332402;2017;2018;10;71276;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
265;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;7986175;2017;2018;10;33230;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
